aardvark,ˈɑɹdˌvɑɹk
sweetening,ˈswitənɪŋ
sweetheart,ˈswitˌhɑɹt
sweetness,ˈswitnəs
swell,ˈswɛɫ
swelling,ˈswɛɫɪŋ
swerve,ˈswɝv
swift,ˈswɪft
swimmer,ˈswɪmɝ
swimming,ˈswɪmɪŋ
swimsuit,ˈswɪmˌsut
swindle,ˈswɪndəɫ
swindler,ˈswɪndəɫɝ
swine,ˈswaɪn
swing,ˈswɪŋ
swinger,ˈswɪŋɝ
swipe,ˈswaɪp
swish,ˈswɪʃ
switch,ˈswɪtʃ
switchboard,ˈswɪtʃˌbɔɹd
switcher,ˈswɪtʃɝ
swivel,ˈswɪvəɫ
swoop,ˈswup
swoosh,ˈswuʃ
sword,ˈsɔɹd
swordfish,ˈsɔɹdˌfɪʃ
sycamore,ˈsɪkəˌmɔɹ
syllable,ˈsɪɫəbəɫ
sylph,ˈsɪɫf
sylvan,ˈsɪɫvən
sylvite,ˈsɪɫˌvaɪt
symbiosis,ˌsɪmbaɪˈoʊsəs
symbol,ˈsɪmbəɫ
symbolism,ˈsɪmbəˌɫɪzəm
symbolizing,ˈsɪmbəˌɫaɪzɪŋ
symmetry,ˈsɪmətɹi
sympathizer,ˈsɪmpəˌθaɪzɝ
sympathy,ˈsɪmpəθi
symphony,ˈsɪmfəni
symposium,sɪmˈpoʊziəm
symptom,ˈsɪmptəm
synagogue,ˈsɪnəˌɡɔɡ
synapse,ˈsɪæps
synchronization,ˌsɪŋkɹənəˈzeɪʃən
syncopation,ˈsɪŋkəˌpeɪʃən
syncope,ˈsɪnkəˌpi
syndicate,ˈsɪndəˌkeɪt
syndication,ˌsɪndɪˈkeɪʃən
syndicator,ˈsɪndɪˌkeɪtɝ
syndrome,ˈsɪnˌdɹoʊm
synergism,ˈsɪnɝˌdʒɪzəm
synergy,ˈsɪnɝdʒi
synod,ˈsɪnəd
syntax,ˈsɪnˌtæks
synthesis,ˈsɪnθəsəs
synthesizer,ˈsɪnθəˌsaɪzɝ
synthetic,sɪnˈθɛtɪk
syphilis,ˈsɪfəɫɪs
syringe,ˈsɪɹɪndʒ
syrup,ˈsɝəp
system,ˈsɪstəm
systematics,ˌsɪstəˈmætɪks
tab,ˈtæb
tabasco,təˈbæskoʊ
tabby,ˈtæbi
tablature,ˈtæbɫətʃɝ
table,ˈteɪbəɫ
tableau,təˈbɫoʊ
tablecloth,ˈteɪbəɫˌkɫɔθ
tablespoon,ˈteɪbəɫˌspun
tablet,ˈtæbɫət
tabletop,ˈteɪbəɫˌtɑp
tableware,ˈteɪbəɫˌwɛɹ
tabloid,ˈtæbɫɔɪd
taboo,tæˈbu
tabor,ˈteɪbɝ
tachycardia,ˌtɑkiˈkɑɹˌdiə
tack,ˈtæk
tacker,ˈtækɝ
tackle,ˈtækəɫ
tact,ˈtækt
tactic,ˈtæktɪk
tactician,tækˈtɪʃən
tactics,ˈtæktɪks
tad,ˈtæd
tadpole,ˈtædˌpoʊɫ
taffeta,ˈtæfətə
taffy,ˈtæfi
tag,ˈtæɡ
tail,ˈteɪɫ
tailgate,ˈteɪɫˌɡeɪt
tailor,ˈteɪɫɝ
tailoring,ˈteɪɫɝɪŋ
tailpipe,ˈteɪɫˌpaɪp
tailspin,ˈteɪɫˌspɪn
take,ˈteɪk
takeaway,ˈteɪkəˌweɪ
takeoff,ˈteɪˌkɔf
takeout,ˈteɪˌkaʊt
takeover,ˈteɪˌkoʊvɝ
taker,ˈteɪkɝ
talc,ˈtæɫk
talent,ˈtæɫənt
talk,ˈtɔk
tall,ˈtɔɫ
tallow,ˈtæɫoʊ
talon,ˈtæɫən
tam,ˈtæm
tamarisk,ˈtæmɝɪsk
tambourine,ˌtæmbɝˈin
tamer,ˈteɪmɝ
tammy,ˈtæmi
tamp,ˈtæmp
tampon,ˈtæmpɑn
tan,ˈtæn
tang,ˈtæŋ
tangent,ˈtændʒənt
tangerine,ˌtændʒɝˈin
tangle,ˈtæŋɡəɫ
tango,ˈtæŋɡoʊ
tank,ˈtæŋk
tankard,ˈtæŋkɝd
tanker,ˈtæŋkɝ
tanner,ˈtænɝ
tanning,ˈtænɪŋ
tap,ˈtæp
tape,ˈteɪp
taper,ˈteɪpɝ
tapering,ˈteɪpɝɪŋ
tapestry,ˈtæpəstɹi
tapper,ˈtæpɝ
tappet,ˈtæpət
tapping,ˈtæpɪŋ
taps,ˈtæps
tarantula,təˈɹæntʃəɫə
tardiness,ˈtɑɹdinəs
target,ˈtɑɹɡət
tarnish,ˈtɑɹnɪʃ
taro,ˈtɛɹoʊ
tarpon,ˈtɑɹpən
tarsus,ˈtɑɹsəs
tart,ˈtɑɹt
tartan,ˈtɑɹtən
tartar,ˈtɑɹtɝ
taskmaster,ˈtæskˌmæstɝ
tassel,ˈtæsəɫ
taste,ˈteɪst
taster,ˈteɪstɝ
tasting,ˈteɪstɪŋ
tattle,ˈtætəɫ
tattler,ˈtætɫɝ
tattoo,ˌtæˈtu
tavern,ˈtævɝn
tax,ˈtæks
taxability,ˌtæksəˈbɪɫɪti
taxation,tækˈseɪʃən
taxer,ˈtæksɝ
taxidermist,ˈtæksəˌdɝməst
taxidermy,ˈtæksəˌdɝmi
taxis,ˈtæksiz
taxiway,ˈtæksiweɪ
taxonomy,ˌtækˈsɔnəˌmi
taxpayer,ˈtækˌspeɪɝ
tea,ˈti
teacher,ˈtitʃɝ
teaching,ˈtitʃɪŋ
teacup,ˈtiˌkəp
teak,ˈtik
teal,ˈtiɫ
team,ˈtim
teammate,ˈtiˌmeɪt
teamster,ˈtimstɝ
teamwork,ˈtimˌwɝk
teapot,ˈtiˌpɑt
tear,ˈtɛɹ
tease,ˈtiz
teaser,ˈtizɝ
teasing,ˈtizɪŋ
teaspoon,ˈtiˌspun
techie,ˈtɛki
technical,ˈtɛknɪkəɫ
technicality,ˌtɛknɪˈkæɫɪti
technician,tɛkˈnɪʃən
technicolor,ˈtɛknɪˌkəɫɝ
technique,tɛkˈnik
techno,ˈtɛknoʊ
technocrat,ˈtɛknəˌkɹæt
technology,tɛkˈnɑɫədʒi
technophobe,ˈtɛknoʊˌfoʊb
tectonics,tɛkˈtɑnɪks
teddy,ˈtɛdi
tee,ˈti
teens,ˈtinz
teething,ˈtiðɪŋ
telecast,ˈtɛɫəˌkæst
telecommunication,ˌtɛɫəkəmˌjunɪˈkeɪʃən
telecommuting,tɛɫəkəmˈjutɪŋ
telegram,ˈtɛɫəˌɡɹæm
telegraph,ˈtɛɫəˌɡɹæf
telemarketing,ˌtɛɫəˈmɑɹkətɪŋ
telemetry,təˈɫɛmətɹi
teleology,ˈtiɫiˌɔɫəˌdʒi
telepathy,təˈɫɛpəθi
telephone,ˈtɛɫəˌfoʊn
telescope,ˈtɛɫəˌskoʊp
televangelist,ˌtɛɫəˈvændʒəɫəst
television,ˈtɛɫəˌvɪʒən
teller,ˈtɛɫɝ
telling,ˈtɛɫɪŋ
telomerase,təˈɫoʊmɝˌeɪz
telomere,ˈtɛɫəmiɹ
temp,ˈtɛmp
temper,ˈtɛmpɝ
tempera,ˈtɛmpɝə
temperament,ˈtɛmpɝmənt
temperance,ˈtɛmpɝəns
temperature,ˈtɛmpɝətʃɝ
tempest,ˈtɛmpəst
template,ˈtɛmpɫeɪt
temple,ˈtɛmpəɫ
tempo,ˈtɛmˌpoʊ
temptation,tɛmˈteɪʃən
ten,ˈtɛn
tenant,ˈtɛnənt
tendency,ˈtɛndənsi
tender,ˈtɛndɝ
tenderloin,ˈtɛndɝˌɫɔɪn
tenderness,ˈtɛndɝnəs
tendon,ˈtɛndən
tenement,ˈtɛnəmənt
tenner,ˈtɛnɝ
tennis,ˈtɛnəs
tenor,ˈtɛnɝ
tense,ˈtɛns
tensiometer,ˌtɛnsiˈɑmɪtɝ
tension,ˈtɛnʃən
tensor,ˈtɛnsɝ
tent,ˈtɛnt
tentacle,ˈtɛntəkəɫ
tenth,ˈtɛnθ
tenure,ˈtɛnjɝ
tequila,təˈkiɫə
teriyaki,ˌtɛɹɪˈjɑki
term,ˈtɝm
termer,ˈtɝmɝ
terminal,ˈtɝmənəɫ
termination,tɝməˈneɪʃən
terminology,ˌtɝmɪˈnɑɫədʒi
terminus,ˈtɝmɪnəs
tern,ˈtɝnz
terrace,ˈtɛɹəs
terrain,tɝˈeɪn
terrier,ˈtɛɹiɝ
territorial,ˌtɛɹɪˈtɔɹiəɫ
territory,ˈtɛɹɪˌtɔɹi
terror,ˈtɛɹɝ
terry,ˈtɛɹi
terseness,ˈtɝsnəs
tesla,ˈtɛsɫə
test,ˈtɛst
testament,ˈtɛstəmənt
tester,ˈtɛstɝ
testimony,ˈtɛstəˌmoʊni
testing,ˈtɛstɪŋ
tetanus,ˈtɛtənəs
tetra,ˈtɛtɹə
tetrahedron,ˌtɛtɹəˈhidɹən
text,ˈtɛkst
textbook,ˈtɛkstˌbʊk
texture,ˈtɛkstʃɝ
thalamus,ˈθæɫəməs
thalidomide,θəˈɫɪdəˌmaɪd
thanatology,θænəˈtɔɫədʒi
thane,ˈθeɪn
thanks,ˈθæŋks
thatch,ˈθætʃ
thatcher,ˈθætʃɝ
thaw,ˈθɔ
theater,ˈθiətɝ
theism,ˈθiɪzəm
theme,ˈθim
then,ˈðɛn
theocracy,θiˈɑkɹəsi
theologian,ˌθiəˈɫoʊdʒiən
theology,θiˈɑɫədʒi
theorem,ˈθɪɹəm
theorist,ˈθiɝɪst
theory,ˈθiɝi
therapeutics,ˌθɛɹəpˈjutɪks
therapist,ˈθɛɹəpəst
therapy,ˈθɛɹəpi
there,ˈðɛɹ
therm,ˈθɝm
thermal,ˈθɝməɫ
thermodynamics,ˌθɝmoʊˌdaɪˈnæmɪks
thermometer,θɝˈmɑmətɝ
thermos,ˈθɝməs
thermostat,ˈθɝməˌstæt
thesaurus,θəˈsɔɹəs
thesis,ˈθisəs
theta,ˈθeɪtə
thickening,ˈθɪkənɪŋ
thickhead,ˈθɪkˌhɛd
thickness,ˈθɪknəs
thief,ˈθif
thigh,ˈθaɪ
thill,ˈθɪɫ
thimble,ˈθɪmbəɫ
thing,ˈθɪŋ
things,ˈθɪŋz
think,ˈθɪŋk
thinker,ˈθɪŋkɝ
thinking,ˈθɪŋkɪŋ
thinness,ˈθɪnɪs
third,ˈθɝd
thirst,ˈθɝst
thirteen,ˈθɝˈtin
thirteenth,ˈθɝˈtinθ
thirties,ˈθɝtiz
thirtieth,ˈθɝtiəθ
thirty,ˈθɝˌdi
thistle,ˈθɪsəɫ
thong,ˈθɔŋ
thorax,ˈθɔɹæks
thorn,ˈθɔɹn
thoroughbred,ˈθɝoʊˈbɹɛd
thoroughfare,ˈθɝoʊˌfɛɹ
thoroughness,ˈθɝoʊnəs
thought,ˈθɔt
thoughtfulness,ˈθɔtfəɫnɪs
thousand,ˈθaʊzən
thousandth,ˈθaʊzəndθ
thrall,ˈθɹɔɫ
thrash,ˈθɹæʃ
thrashing,ˈθɹæʃɪŋ
thread,ˈθɹɛd
threat,ˈθɹɛt
three,ˈθɹi
thresher,ˈθɹɛʃɝ
threshold,ˈθɹɛˌʃoʊɫd
thrill,ˈθɹɪɫ
thriller,ˈθɹɪɫɝ
thrips,ˈθɹɪps
throat,ˈθɹoʊt
throb,ˈθɹɑb
throbbing,ˈθɹɑbɪŋ
throes,ˈθɹoʊz
thrombolysis,θɹɑmˈbɑɫɪsɪs
thrombolytic,ˌθɹɑmboʊˈɫɪtɪk
thrombosis,θɹɑmˈboʊsəs
throughput,ˈθɹuˌpʊt
throw,ˈθɹoʊ
throwaway,ˈθɹoʊəˌweɪ
thrower,ˈθɹoʊɝ
thrush,ˈθɹəʃ
thrust,ˈθɹəst
thruster,ˈθɹəstɝ
thuggery,ˈθəɡɝi
thumb,ˈθəm
thumbnail,ˈθəmˌneɪɫ
thump,ˈθəmp
thunderbird,ˈθəndɝˌbɝd
thunderbolt,ˈθəndɝˌbɔɫt
thundershower,ˈθəndɝˌʃaʊwɝ
thunderstorm,ˈθəndɝˌstɔɹm
thunk,ˈθənk
thwart,ˈθwɔɹt
thyme,ˈθaɪm
ti,ˈti
tiara,tiˈɑɹə
tibia,ˈtɪbiə
tic,ˈtɪk
tick,ˈtɪk
ticker,ˈtɪkɝ
ticket,ˈtɪkət
ticking,ˈtɪkɪŋ
tickle,ˈtɪkəɫ
tiddlywinks,ˈtɪdɫiwɪŋks
tide,ˈtaɪd
tidewater,ˈtaɪdˌwɔtɝ
tidy,ˈtaɪdi
tie,ˈtaɪ
tier,ˈtiɹ
tiger,ˈtaɪɡɝ
tightening,ˈtaɪtənɪŋ
tightness,ˈtaɪtnəs
tightrope,ˈtaɪˌtɹoʊp
tights,ˈtaɪts
tilde,ˈtɪɫdə
tile,ˈtaɪɫ
till,ˈtɪɫ
tillage,ˈtɪɫɑdʒ
tiller,ˈtɪɫɝ
tilling,ˈtɪɫɪŋ
tilt,ˈtɪɫt
tilth,ˈtɪɫθ
timber,ˈtɪmbɝ
timberman,ˈtɪmbɝmən
timbre,ˈtɪmbɝ
time,ˈtaɪm
timeline,ˈtaɪmɫaɪn
timepiece,ˈtaɪmˌpis
timer,ˈtaɪmɝ
times,ˈtaɪmz
timetable,ˈtaɪmˌteɪbəɫ
timidity,təˈmɪdəti
timing,ˈtaɪmɪŋ
tincture,ˈtɪŋktʃɝ
tinderbox,ˈtɪndɝˌbɑks
tine,ˈtaɪn
ting,ˈtɪŋ
tinker,ˈtɪŋkɝ
tinkerer,ˈtɪŋkɝɝ
tinsel,ˈtɪnsəɫ
tip,ˈtɪp
tipper,ˈtɪpɝ
tippet,ˈtɪpət
tipster,ˈtɪpstɝ
tiptoe,ˈtɪpˌtoʊ
tirade,taɪˈɹeɪd
tiramisu,ˌtɪɹəˈmɪˌsu
tire,ˈtaɪɝ
tissue,ˈtɪsˌju
tithe,ˈtaɪð
titillation,ˌtɪtɪˈɫeɪʃən
title,ˈtaɪtəɫ
titter,ˈtɪtɝ
toast,ˈtoʊst
toaster,ˈtoʊstɝ
toasting,ˈtoʊstɪŋ
toastmaster,ˈtoʊstˌmæstɝ
tobacco,təˈbæˌkoʊ
toboggan,təˈbɑɡən
toby,ˈtoʊbi
tod,ˈtɑd
today,təˈdeɪ
toddler,ˈtɑdɫɝ
toe,ˈtoʊ
toehold,ˈtoʊˌhoʊɫd
toenail,ˈtoʊˌneɪɫ
toff,ˈtɔf
toga,ˈtoʊɡə
togetherness,təˈɡɛðɝnəs
toggle,ˈtɑɡəɫ
togs,ˈtɑɡz
toilet,ˈtɔɪɫət
toiletry,ˈtɔɪɫətɹi
token,ˈtoʊkən
tole,ˈtoʊɫ
tolerance,ˈtɑɫɝəns
toleration,ˌtɑɫɝˈeɪʃən
toll,ˈtoʊɫ
tollbooth,ˈtoʊɫˌbuθ
toller,ˈtoʊɫɝ
toluene,ˈtɔɫuˌin
tom,ˈtɑm
tomato,təˈmɑˌtoʊ
tomboy,ˈtɑmˌbɔɪ
tome,ˈtoʊm
tomorrow,təˈmɑˌɹoʊ
tone,ˈtoʊn
toner,ˈtoʊnɝ
tongs,ˈtɑŋz
tongue,ˈtəŋ
tonic,ˈtɑnɪk
tonight,təˈnaɪt
tonnage,ˈtənədʒ
tons,ˈtənz
tonsil,ˌtɑnsəɫ
tonsillectomy,ˌtɑnsɪˈɫɛktəˌmi
tool,ˈtuɫ
toolbox,ˈtuɫˌbɔks
toolmaker,ˈtuɫˌmeɪkɝ
toot,ˈtut
tooth,ˈtuθ
toothbrush,ˈtuθbɹəʃ
toothpaste,ˈtuθˌpeɪst
toothpick,ˈtuθˌpɪk
tootle,ˈtutəɫ
top,ˈtɑp
topaz,ˈtoʊˌpæz
topiary,ˈtoʊpiˌɛɹi
topic,ˈtɑpɪk
topknot,ˈtɑpˌnɑt
topography,təˈpɑɡɹəfi
topology,təˈpɔɫədʒi
topper,ˈtɑpɝ
topping,ˈtɑpɪŋ
tor,ˈtɔɹ
torch,ˈtɔɹtʃ
tormentor,ˈtɔɹˌmɛntɝ
tornado,tɔɹˈneɪˌdoʊ
torpedo,tɔɹˈpiˌdoʊ
torpor,ˈtɔɹpɝ
torr,ˈtɔɹ
torrent,ˈtɔɹənt
torsion,ˈtɔɹʃən
torso,ˈtɔɹˌsoʊ
tort,ˈtɔɹt
torte,ˈtɔɹt
tortilla,tɔɹˈtiə
torture,ˈtɔɹtʃɝ
torturer,ˈtɔɹtʃɝɝ
toss,ˈtɔs
tot,ˈtɑt
totalitarian,ˌtoʊˌtæɫɪˈtɛɹiən
totality,toʊˈtæɫəti
totem,ˈtoʊtəm
touch,ˈtətʃ
touchdown,ˈtətʃˌdaʊn
toupee,ˌtuˈpeɪ
tour,ˈtʊɹ
tourism,ˈtʊˌɹɪzəm
tourist,ˈtʊɹəst
tourmaline,ˈtʊɹməˌɫin
tournament,ˈtʊɹnəmənt
tournedos,ˈtʊɹnədoʊ
tout,ˈtaʊt
tow,ˈtoʊ
towel,ˈtaʊəɫ
toweling,ˈtaʊəɫɪŋ
tower,ˈtaʊɝ
towhee,ˈtoʊˌhi
town,ˈtaʊn
townie,ˈtaʊni
township,ˈtaʊnʃɪp
townsman,ˈtaʊnzmən
toxicity,tɑkˈsɪsəti
toxicologist,ˌtɑksɪˈkɑɫədʒɪst
toxicology,ˌtɑksɪˈkɑɫədʒi
toxin,ˈtɑksən
toy,ˈtɔɪ
trace,ˈtɹeɪs
tracer,ˈtɹeɪsɝ
trachea,ˈtɹeɪkiə
tracing,ˈtɹeɪsɪŋ
track,ˈtɹæk
trackball,ˈtɹækˌbɔɫ
tracker,ˈtɹækɝ
tract,ˈtɹækt
tractor,ˈtɹæktɝ
trade,ˈtɹeɪd
trademark,ˈtɹeɪdˌmɑɹk
tradeoff,ˈtɹeɪˌdɔf
trader,ˈtɹeɪdɝ
trading,ˈtɹeɪdɪŋ
tradition,tɹəˈdɪʃən
traditionalist,tɹəˈdɪʃənəɫɪst
traffic,ˈtɹæfɪk
tragedy,ˈtɹædʒədi
trail,ˈtɹeɪɫ
trailblazer,ˈtɹeɪɫˌbɫeɪzɝ
trailer,ˈtɹeɪɫɝ
trailing,ˈtɹeɪɫɪŋ
train,ˈtɹeɪn
trainee,ˈtɹeɪˈni
trainer,ˈtɹeɪnɝ
training,ˈtɹeɪnɪŋ
trait,ˈtɹeɪt
traitor,ˈtɹeɪtɝ
trajectory,tɹəˈdʒɛktɝi
trammel,ˈtɹæməɫ
tramp,ˈtɹæmp
trample,ˈtɹæmpəɫ
trampoline,ˌtɹæmpəˈɫin
trance,ˈtɹæns
tranche,ˈtɹæntʃ
tranquilizer,ˈtɹæŋkwəˌɫaɪzɝ
tranquillity,tɹæŋˈkwɪɫɪti
transaction,tɹænˈzækʃən
transcendence,tɹænˈsɛndəns
transcriber,tɹænsˈkɹaɪbɝ
transcript,ˈtɹænsˌkɹɪpt
transcription,ˌtɹænsˈkɹɪpʃən
transducer,tɹænsˈdusɝ
transfer,ˈtɹænsfɝ
transferability,ˌtɹænsfɝəˈbɪɫɪti
transference,tɹænsˈfɝəns
transformation,ˌtɹænsfɝˈmeɪʃən
transformer,tɹænsˈfɔɹmɝ
transfusion,tɹænsˈfjuʒən
transgression,tɹænzˈɡɹɛʃən
transgressor,tɹænzˈɡɹɛsɝ
transience,ˈtɹænziəns
transient,ˈtɹænʒənt
transistor,tɹænˈzɪstɝ
transition,tɹænˈzɪʃən
translation,tɹænˈsɫeɪʃən
translator,tɹænˈsɫeɪtɝ
transmission,tɹænsˈmɪʃən
transmitter,tɹænsˈmɪtɝ
transom,ˈtɹænsəm
transparency,tɹænˈspɛɹənsi
transplant,tɹænsˈpɫænt
transponder,tɹænˈspɑndɝ
transport,ˈtɹænspɔɹt
transportation,ˌtɹænspɝˈteɪʃən
transporter,tɹænˈspɔɹtɝ
transpose,tɹænˈspoʊz
transsexual,tɹænˈsɛkʃjuəɫ
transvestite,tɹænzˈvɛstaɪt
trap,ˈtɹæp
trapeze,tɹəˈpiz
trapper,ˈtɹæpɝ
trash,ˈtɹæʃ
trauma,ˈtɹɔmə
travel,ˈtɹævəɫ
traveler,ˈtɹævəɫɝ
travelogue,ˈtɹævəˌɫɔɡ
trawler,ˈtɹɔɫɝ
tray,ˈtɹeɪ
treachery,ˈtɹɛtʃɝi
tread,ˈtɹɛd
treadmill,ˈtɹɛdˌmɪɫ
treason,ˈtɹizən
treasure,ˈtɹɛʒɝ
treasurer,ˈtɹɛʒɝɝ
treasury,ˈtɹɛʒɝi
treat,ˈtɹit
treatise,ˈtɹitəs
treatment,ˈtɹitmənt
treaty,ˈtɹiti
tree,ˈtɹi
trek,ˈtɹɛk
tremble,ˈtɹɛmbəɫ
tremor,ˈtɹɛmɝ
trench,ˈtɹɛntʃ
trencher,ˈtɹɛntʃɝ
trepidation,ˌtɹɛpɪˈdeɪʃən
trespass,ˈtɹɛsˌpæs
trestle,ˈtɹɛsəɫ
trey,ˈtɹeɪ
triage,ˈtɹaɪɪdʒ
trial,ˈtɹaɪəɫ
triangle,ˈtɹaɪˌæŋɡəɫ
triangulation,tɹaɪˌæŋɡjuˈɫeɪʃən
tribalism,ˈtɹaɪbəɫɪzəm
tribe,ˈtɹaɪb
tribesman,ˈtɹaɪbzmæn
tribune,ˈtɹɪbjun
tribute,ˈtɹɪbjut
triceps,ˈtɹaɪˌsɛps
trick,ˈtɹɪk
trickery,ˈtɹɪkɝi
trickster,ˈtɹɪkstɝ
tricycle,ˈtɹɪsɪkəɫ
trident,ˈtɹaɪdənt
trier,ˈtɹaɪɝ
trifle,ˈtɹaɪfəɫ
trigger,ˈtɹɪɡɝ
triglyceride,tɹaɪˈɡɫɪsɝˌaɪd
trill,ˈtɹɪɫ
trillion,ˈtɹɪɫjən
trilogy,ˈtɹɪɫədʒi
trim,ˈtɹɪm
trimester,tɹaɪˈmɛstɝ
trimmer,ˈtɹɪmɝ
trimming,ˈtɹɪmɪŋ
trio,ˈtɹiˌoʊ
trip,ˈtɹɪp
tripe,ˈtɹaɪp
triple,ˈtɹɪpəɫ
triplet,ˈtɹɪpɫət
triplicate,ˈtɹɪpɫɪkət
tripling,ˈtɹɪpəɫɪŋ
tripod,ˈtɹaɪˌpɑd
tripper,ˈtɹɪpɝ
triptych,ˈtɹɪptɪk
trireme,ˈtɹaɪˌɹim
triton,ˈtɹaɪtən
triumph,ˈtɹaɪəmf
triviality,ˌtɹɪviˈæɫəˌti
troika,ˈtɹɔɪkə
trojan,ˈtɹoʊdʒən
troll,ˈtɹoʊɫ
trombone,tɹɑmˈboʊn
trombonist,ˌtɹɑmˈboʊnɪst
troop,ˈtɹup
trooper,ˈtɹupɝ
trophy,ˈtɹoʊfi
tropic,ˈtɹɑpɪk
tropopause,ˈtɹɑpəˌpɔz
trot,ˈtɹɑt
trotter,ˈtɹɑtɝ
trouble,ˈtɹəbəɫ
troublemaker,ˈtɹəbəɫˌmeɪkɝ
troubleshooter,ˈtɹəbəɫˌʃutɝ
trough,ˈtɹɔf
trouser,ˈtɹaʊzɝ
trout,ˈtɹaʊt
trowel,ˈtɹaʊwɛɫ
truancy,ˈtɹuənsi
truant,ˈtɹuənt
truck,ˈtɹək
trudge,ˈtɹədʒ
truffle,ˈtɹəfəɫ
truism,ˈtɹuɪzəm
trump,ˈtɹəmp
trumpeter,ˈtɹəmpətɝ
truncation,ˈtɹəŋˌkeɪʃən
truncheon,ˈtɹəntʃɪn
trundle,ˈtɹəndəɫ
trunk,ˈtɹəŋk
truss,ˈtɹəs
trust,ˈtɹəst
trustee,ˌtɹəsˈti
trusteeship,ˌtɹəsˈtiˌʃɪp
trustworthiness,ˈtɹəstˌwɝðinəs
trusty,ˈtɹəsti
truth,ˈtɹuθ
truthfulness,ˈtɹuθfəɫnəs
tryst,ˈtɹaɪst
tub,ˈtəb
tube,ˈtjub
tuber,ˈtubɝ
tuberculosis,təˌbɝkjəˈɫoʊsɪs
tubule,ˈtubjuɫ
tuck,ˈtək
tucker,ˈtəkɝ
tufa,ˈtufə
tuft,ˈtəft
tug,ˈtəɡ
tugboat,ˈtəɡˌboʊt
tuition,tjuˈɪʃən
tulip,ˈtuɫəp
tumble,ˈtəmbəɫ
tumbler,ˈtəmbɫɝ
tumor,ˈtumɝ
tumult,ˈtuməɫt
tuna,ˈtjunə
tundra,ˈtəndɹə
tune,ˈtun
tuner,ˈtunɝ
tunic,ˈtunɪk
tunicate,ˈtunɪkət
tuning,ˈtunɪŋ
tunnel,ˈtənəɫ
tupelo,ˈtjupəˌɫoʊ
turban,ˈtɝbən
turbidity,tɝˈbɪdəti
turbot,ˈtɝˌbət
turbulence,ˈtɝbjəɫəns
turf,ˈtɝf
turkey,ˈtɝki
turmeric,ˈtɝməˌɹɪk
turn,ˈtɝn
turnaround,ˈtɝnɝˌaʊnd
turner,ˈtɝnɝ
turning,ˈtɝnɪŋ
turnip,ˈtɝnəp
turnoff,ˈtɝˌnɔf
turnout,ˈtɝˌnaʊt
turnover,ˈtɝˌnoʊvɝ
turnpike,ˈtɝnˌpaɪk
turnstile,ˈtɝnˌstaɪɫ
turntable,ˈtɝnˌteɪbəɫ
turpentine,ˈtɝpənˌtaɪn
turquoise,ˈtɝkwɔɪz
turret,ˈtɝət
turtle,ˈtɝtəɫ
turtleneck,ˈtɝtəɫˌnɛk
tusk,ˈtəsk
tutelage,ˈtjutɪɫɪdʒ
tutorial,tuˈtɔɹiəɫ
twang,ˈtwɑŋ
tweed,ˈtwid
twelfth,ˈtwɛɫfθ
twelve,ˈtwɛɫv
twenties,ˈtwɛniz
twentieth,ˈtwɛniəθ
twenty,ˈtwɛni
twiddle,ˈtwɪdəɫ
twilight,ˈtwaɪˌɫaɪt
twill,ˈtwɪɫ
twin,ˈtwɪn
twinge,ˈtwɪndʒ
twinjet,ˈtwɪnˌdʒɛt
twinkle,ˈtwɪŋkəɫ
twins,ˈtwɪnz
twist,ˈtwɪst
twitch,ˈtwɪtʃ
two,ˈtu
tying,ˈtaɪɪŋ
type,ˈtaɪp
typewriter,ˈtaɪˌpɹaɪtɝ
typhoid,ˈtaɪfɔɪd
typhoon,ˌtaɪˈfun
typhus,ˈtaɪfəs
typing,ˈtaɪpɪŋ
typist,ˈtaɪpɪst
typography,təˈpɑɡɹəfi
typology,ˌtaɪˈpoʊɫəˌɡɪ
tyrant,ˈtaɪɹənt
ubiquity,juˈbɪkwɪti
ugliness,ˈəɡɫinəs
ukase,ˈjuˌkeɪz
ulcer,ˈəɫsɝ
ulceration,ˌəɫsɝˈeɪʃən
ulster,ˈəɫstɝ
ultima,ˈəɫtɪmə
ultimate,ˈəɫtəmət
ultimatum,ˌəɫtəˈmeɪtəm
ultrasound,ˌəɫtɹəˈsaʊnd
umbel,ˈəmbəɫ
umbrage,ˈəmbɹɪdʒ
umbrella,ˈəmˌbɹɛɫə
umpire,ˈəmˌpaɪɝ
unanimity,ˌjunəˈnɪməti
uncertainty,ənˈsɝtənti
uncle,ˈəŋkəɫ
unconcern,ˌənkənˈsɝn
unconsciousness,ˌənˈkɑnʃəsnɪs
underachiever,ˈəndɝəˌtʃivɝ
underbelly,ˈəndɝˌbɛɫi
underbrush,ˈəndɝˌbɹəʃ
undercarriage,ˈəndɝˌkæɹɪdʒ
undercoat,ˈəndɝˌkoʊt
undercut,ˈəndɝˌkət
underdevelopment,ˌəndɝdəˈvɛɫəpmənt
underdog,ˈəndɝˌdɔɡ
underestimate,ˈəndɝˈɛstəˌmeɪt
undergarment,ˈəndɝˌɡɑɹmənt
underground,ˈəndɝˌɡɹaʊnd
underpants,ˈəndɝˌpænts
underpass,ˈəndɝˌpæs
underpayment,ˈəndɝˌpeɪmənt
underperformer,ˈəndɝpɝˌfɔɹmɝ
underscore,ˌəndɝˈskɔɹ
