abandoned,əˈbændənd
throbbing,ˈθɹɑbɪŋ
thronged,ˈθɹɔŋd
through,ˈθɹu
throwaway,ˈθɹoʊəˌweɪ
thrown,ˈθɹoʊn
thumbed,ˈθəmd
thundering,ˈθəndɝɪŋ
thunderous,ˈθəndɝəs
thyroid,ˈθaɪɹɔɪd
tidal,ˈtaɪdəɫ
tidy,ˈtaɪdi
tied,ˈtaɪd
tiered,ˈtiɹd
tight,ˈtaɪt
tiled,ˈtaɪɫd
timed,ˈtaɪmd
timely,ˈtaɪmɫi
timid,ˈtɪmɪd
tinkling,ˈtɪŋkəɫɪŋ
tinny,ˈtɪni
tipped,ˈtɪpt
tipsy,ˈtɪpsi
tiptoe,ˈtɪpˌtoʊ
tired,ˈtaɪɝd
titanic,taɪˈtænɪk
titular,ˈtɪtʃəɫɝ
tod,ˈtɑd
together,təˈɡɛðɝ
tolerable,ˈtɑɫɝəbəɫ
tolerant,ˈtɑɫɝənt
tonal,ˈtoʊnəɫ
toned,ˈtoʊnd
tongued,ˈtəŋd
tonic,ˈtɑnɪk
toothed,ˈtuðd
toothless,ˈtuθɫəs
toothlike,ˈtuθˌɫaɪk
top,ˈtɑp
topical,ˈtɑpəkəɫ
topless,ˈtɑpɫəs
topological,təpəˈɫɑdʒɪkəɫ
topped,ˈtɑpt
torn,ˈtɔɹn
torrential,tɔˈɹɛnʃəɫ
torrid,ˈtɔɹəd
tortuous,ˈtɔɹtʃəwəs
totaled,ˈtoʊtəɫd
totalitarian,ˌtoʊˌtæɫɪˈtɛɹiən
tottering,ˈtɑtɝɪŋ
touched,ˈtətʃt
tough,ˈtəf
toxic,ˈtɑksɪk
toxicological,ˌtɑksəkəˈɫɑdʒɪkəɫ
traceable,ˈtɹeɪsəbəɫ
tracheal,ˈtɹeɪkiəɫ
tracked,ˈtɹækt
tractable,ˈtɹæktəbəɫ
traded,ˈtɹeɪdɪd
traditional,tɹəˈdɪʃənəɫ
tragic,ˈtɹædʒɪk
tragicomic,ˌtɹædʒɪˈkɑmɪk
trained,ˈtɹeɪnd
transatlantic,ˌtɹænzətˈɫænɪk
transcendent,tɹænˈsɛndənt
transcendental,ˌtɹænsənˈdɛnəɫ
transcontinental,ˌtɹænzˌkɑnɪˈnɛnəɫ
transformed,tɹænsˈfɔɹmd
transgender,ˈtɹænzˈdʒɛndɝ
transitional,tɹænˈsɪʃənəɫ
translucent,tɹænˈsɫusənt
transoceanic,ˌtɹænzoʊʃiˈænɪk
transparent,tɹænˈspɛɹənt
transpiring,tɹænˈspaɪɝɪŋ
transsexual,tɹænˈsɛkʃjuəɫ
traumatic,tɹɔˈmætɪk
traveled,ˈtɹævəɫd
treacherous,ˈtɹɛtʃɝəs
treated,ˈtɹitɪd
treble,ˈtɹɛbəɫ
triangular,tɹaɪˈæŋɡjəɫɝ
tribal,ˈtɹaɪbəɫ
tributary,ˈtɹɪbjəˌtɛɹi
tricuspid,tɹaɪˈkəspəd
trilateral,tɹaɪˈɫætɝəɫ
trillion,ˈtɹɪɫjən
trimmed,ˈtɹɪmd
triumphal,tɹaɪˈəmfəɫ
triumphant,tɹaɪˈəmfənt
trivial,ˈtɹɪviəɫ
tropical,ˈtɹɑpɪkəɫ
troubled,ˈtɹəbəɫd
troublesome,ˈtɹəbəɫsəm
truant,ˈtɹuənt
truculent,ˈtɹəkjəɫənt
truncate,ˈtɹəŋˌkeɪt
trustworthy,ˈtɹəstˌwɝði
truthful,ˈtɹuθfəɫ
trying,ˈtɹaɪɪŋ
tubal,ˈtubəɫ
tubular,ˈtubjəɫɝ
tucked,ˈtəkt
tufted,ˈtəftɪd
tuneful,ˈtunfəɫ
turned,ˈtɝnd
tutorial,tuˈtɔɹiəɫ
tweedy,ˈtwidi
twelfth,ˈtwɛɫfθ
twelve,ˈtwɛɫv
twentieth,ˈtwɛniəθ
twenty,ˈtwɛni
twinkling,ˈtwɪŋkəɫɪŋ
two,ˈtu
tympanic,tɪmˈpænɪk
typical,ˈtɪpəkəɫ
u,ˈju
ugly,ˈəɡɫi
ultimate,ˈəɫtəmət
ultraconservative,ˌəɫtɹəkənˈsɝvətɪv
ultramodern,ˌəɫtɹəˈmɑdɝn
ultraviolet,ˌəɫtɹəˈvaɪəɫɪt
umbilical,əmˈbɪɫɪkəɫ
umbrella,ˈəmˌbɹɛɫə
umpteen,ˈəmpˈtin
umpteenth,ˈəmpˌtinθ
unabashed,ˌənəˈbæʃt
unabated,ˌənəˈbeɪtɪd
unable,əˈneɪbəɫ
unabridged,ˌənəˈbɹɪdʒd
unacceptable,ˌənækˈsɛptəbəɫ
unaccountable,ˌənəˈkaʊntəbəɫ
unaccredited,ˌənəˈkɹɛˌdɪtɪd
unaccustomed,ˌənəˈkəstəmd
unaddressed,ˌənəˈdɹɛst
unadjusted,ˌənəˈdʒəstɪd
unadorned,ˌənəˈdɔɹnd
unadulterated,ˌənəˈdəɫtɝˌeɪtɪd
unaffected,ˌənəˈfɛktɪd
unaffiliated,ənəˈfɪɫiˌeɪtɪd
unafraid,ˌənəˈfɹeɪd
unalloyed,əˈnæˌɫɔɪd
unalterable,əˈnɔɫtɝəbəɫ
unaltered,əˈnɔɫtɝd
unambiguous,ˌənæmˈbɪɡjəwəs
unamended,ənəˈmɛndɪd
unanswerable,ˌəˈnænsɝəbəɫ
unanswered,ˌəˈnænsɝd
unapologetic,ˌənəˌpɑɫəˈdʒɛtɪk
unappealing,ˌənəˈpiɫɪŋ
unappetizing,ˌəˈnæpəˌtaɪzɪŋ
unappreciated,ˌənəˈpɹiʃiˌeɪtɪd
unapproachable,ˌənəˈpɹoʊtʃəbəɫ
unarmed,əˈnɑɹmd
unashamed,ˌənəˈʃeɪmd
unassailable,ˌənəˈseɪɫəbəɫ
unassisted,ˌənəˈsɪstɪd
unattached,ˌənəˈtætʃt
unattended,ənəˈtɛndɪd
unattractive,ˌənəˈtɹæktɪv
unauthorized,əˈnɔθɝˌaɪzd
unavailable,ˌənəˈveɪɫəbəɫ
unaware,ˌənəˈwɛɹ
unbeatable,ˌənˈbitəbəɫ
unbeaten,ənˈbitən
unbeknown,ˌənbiˈnoʊn
unbiased,ˌənˈbaɪəst
unblemished,ənˈbɫɛmɪʃt
unbound,ənˈbaʊnd
unbowed,ənˈbaʊd
unbranded,ənˈbɹændɪd
unbreakable,ənˈbɹeɪkəbəɫ
unbridled,ənˈbɹaɪdəɫd
unbroken,ənˈbɹoʊkən
unbuttoned,ənˈbətənd
uncensored,ənˈsɛnsɝd
unceremonious,ˌənˌsɛɹəˈmoʊniəs
uncertain,ənˈsɝtən
unchanged,ənˈtʃeɪndʒd
unchanging,ənˈtʃeɪndʒɪŋ
unchartered,ənˈtʃɑɹtɝd
uncivil,ənˈsɪvəɫ
unclaimed,ənˈkɫeɪmd
unclassified,ənˈkɫæsɪˌfaɪd
unclean,ənˈkɫin
unclear,ənˈkɫɪɹ
uncluttered,ənˈkɫətɝd
uncoated,ənˈkoʊtɪd
uncoiled,ˌənˈkɔɪɫd
uncollected,ənkəˈɫɛktɪd
uncomfortable,ənˈkəmfɝtəbəɫ
uncommitted,ˌənkəˈmɪtɪd
uncommon,ənˈkɑmən
uncompensated,ənˈkɑmpənˌseɪtɪd
uncompetitive,ənkəmˈpɛtətɪv
uncompleted,ˌənkəmˈpɫitɪd
uncomplicated,ənˈkɑmpɫəˌkeɪtɪd
unconcealed,ˌənkənˈsiɫd
unconcerned,ˌənkənˈsɝnd
unconditional,ˌənkənˈdɪʃənəɫ
unconfined,ˌənkənˈfaɪnd
unconfirmed,ˌənkənˈfɝmd
unconnected,ˌənkəˈnɛktɪd
unconscious,ˌənˈkɑnʃəs
unconsolidated,ənkənˈsɑɫəˌdeɪtɪd
uncontaminated,ˌənkənˈtæməˌneɪtɪd
uncontested,ˌənkənˈtɛstɪd
uncontrollable,ˌənkənˈtɹoʊɫəbəɫ
uncontrolled,ˌənkənˈtɹoʊɫd
uncontroversial,ˌənˌkɑntɹəˈvɝʃəɫ
unconventional,ˌənkənˈvɛnʃənəɫ
unconverted,ˌənkənˈvɝtɪd
unconvinced,ˌənkənˈvɪnst
unconvincing,ˌənkənˈvɪnsɪŋ
uncooperative,ənkoʊˈɑpɝətɪv
uncoordinated,ənkoʊˈɔɹdəneɪtɪd
uncorrected,ˌənkɝˈɛktɪd
uncorroborated,ˌənkɝˈɑbɝeɪtɪd
uncritical,ənˈkɹɪtɪkəɫ
uncured,ˌənˈkjɝd
uncut,ˌənˈkət
undamaged,ˌənˈdæmədʒd
undaunted,ənˈdɔntɪd
undeclared,əndɪˈkɫɛɹd
undefeated,ˌəndɪˈfitɪd
undefined,ˌəndɪˈfaɪnd
undeniable,ˌəndɪˈnaɪəbəɫ
under,ˈəndɝ
underage,ˈəndɝɪdʒ
underlying,ˌəndɝˈɫaɪɪŋ
underprivileged,ˈəndɝˈpɹɪvɫədʒd
understanding,ˌəndɝˈstændɪŋ
understated,ˈəndɝˌsteɪtɪd
understood,ˌəndɝˈstʊd
undeserved,ˌəndɪˈzɝvd
undeserving,ˌəndɪˈzɝvɪŋ
undesirable,ˌəndɪˈzaɪɹəbəɫ
undetectable,əndɪˈtɛktəbəɫ
undetected,ˌəndɪˈtɛktɪd
undeterred,ˌəndɪˈtɝd
undeveloped,ˌəndɪˈvɛɫəpt
undiagnosed,ənˈdaɪæɡnoʊst
undifferentiated,əndɪfɝˈɛnʃiˌeɪtɪd
undignified,ənˈdɪɡnɪˌfaɪd
undiminished,ˌəndəˈmɪnɪʃt
undiplomatic,ənˌdɪpɫəˈmætɪk
undisciplined,ənˈdɪsɪpɫɪnd
undisclosed,ˌəndɪˈskɫoʊzd
undiscovered,ˌəndɪˈskəvɝd
undisguised,ˌəndɪsˈɡaɪzd
undistributed,ˌəndɪˈstɹɪbjutɪd
undisturbed,ˌəndɪˈstɝbd
undiversified,ˌəndɪˈvɝsɪˌfaɪd
undivided,ˌəndəˈvaɪdɪd
undocumented,ənˈdɑkjəmɛnɪd
undone,ənˈdən
undreamed,ənˈdɹimd
undue,ənˈdu
undulate,ˈəndʒəˌɫeɪt
unearned,əˈnɝnd
uneasy,əˈnizi
uneconomical,əˌnɛkəˈnɑmɪkəɫ
unedited,əˈnɛdətɪd
unenforceable,ˌənɛnˈfɔɹsəbəɫ
unenforced,ˌənɛnˈfɔɹst
unenviable,əˈnɛnˌviəbəɫ
uneventful,ˌəniˈvɛntfəɫ
unexplained,ˌənɪksˈpɫeɪnd
unfailing,ənˈfeɪɫɪŋ
unfaithful,ənˈfeɪθfəɫ
unfathomable,ənˈfæðəməbəɫ
unfeeling,ənˈfiɫɪŋ
unfenced,ənˈfɛnst
unfilled,ənˈfɪɫd
unfocused,ənˈfoʊkəst
unforeseeable,ˌənfɔɹˈsiəbəɫ
unformed,ənˈfɔɹmd
unfriendly,ənˈfɹɛndɫi
unfulfilled,ˌənfʊɫˈfɪɫd
ungrateful,ənˈɡɹeɪtfəɫ
unguarded,ənˈɡɑɹdɪd
unhampered,ənˈhæmpɝd
unhappy,ənˈhæpi
unharmed,ənˈhɑɹmd
unhealthful,ənˈhɛɫθfəɫ
unhealthy,ənˈhɛɫθi
unheard,ənˈhɝd
unhelpful,ənˈhɛɫpfəɫ
unholy,ənˈhoʊɫi
unhurried,ənˈhɝid
unicellular,ˌjunɪˈsɛɫjəɫɝ
uniform,ˈjunəˌfɔɹm
uniformed,ˈjunəˌfɔɹmd
unilateral,ˌjunəˈɫætɝəɫ
unimaginative,ənɪˈmæˌdʒɪnətɪv
unimpaired,ˌənɪmˈpɛɹd
unimpeachable,ˌənɪmˈpitʃəbəɫ
unimpeded,ˌənɪmˈpidɪd
unimportant,ənɪmˈpɔɹtənt
unimpressed,ˌənɪmˈpɹɛst
unimpressive,ˌənɪmˈpɹɛsɪv
unimproved,ˌənɪmˈpɹuvd
unincorporated,ˌənɪnˈkɔɹpɝˌeɪtɪd
uninfected,ˌənɪnˈfɛktɪd
uninformative,ənɪnˈfɔɹmətɪv
uninformed,ˌənɪnˈfɔɹmd
uninhabitable,ˌənɪnˈhæbətəbəɫ
uninhabited,ˌənɪnˈhæbətɪd
uninhibited,ˌənɪnˈhɪbɪtɪd
uninjured,əˈnɪndʒɝd
uninspiring,ənɪnˈspaɪɹɪŋ
uninsurable,ənɪnˈʃʊɹəbəɫ
uninsured,ˌənɪnˈʃʊɹd
unintelligible,ˌənɪnˈtɛɫədʒəbəɫ
unintended,ˌənɪnˈtɛndɪd
unintentional,ˌənɪnˈtɛnʃənəɫ
uninterested,əˈnɪntɹəstɪd
uninteresting,əˈnɪntɹəstɪŋ
uninterrupted,ˌənɪnɝˈəptɪd
uninviting,ˌənɪnˈvaɪtɪŋ
uninvolved,ənɪnˈvɔɫvd
union,ˈjunjən
unique,juˈnik
unisex,ˈjunɪˌsɛks
unitary,ˈjunɪˌtɛɹi
united,juˈnaɪtɪd
unjust,ənˈdʒəst
unkempt,ənˈkɛmpt
unkind,ənˈkaɪnd
unknowable,ənˈnoʊəbəɫ
unknown,ənˈnoʊn
unlabeled,ənˈɫeɪbəɫd
unlawful,ənˈɫɔfəɫ
unleaded,ənˈɫɛdɪd
unlike,ənˈɫaɪk
unlikely,ənˈɫaɪkɫi
unlimited,ənˈɫɪmətɪd
unlined,ənˈɫaɪnd
unlisted,ənˈɫɪstɪd
unlivable,ənˈɫɪvəbəɫ
unloaded,ənˈɫoʊdɪd
unloved,ənˈɫəvd
unlucky,ənˈɫəki
unmade,ənˈmeɪd
unmanageable,ənˈmænɪdʒəbəɫ
unmanned,ənˈmænd
unmarked,ənˈmɑɹkt
unmarried,ənˈmɛɹid
unmentionable,ənˈmɛnʃənəbəɫ
unmistakable,ˌənmɪˈsteɪkəbəɫ
unmitigated,ənˈmɪtəˌɡeɪtɪd
unmoved,ənˈmuvd
unnatural,ənˈnætʃɝəɫ
unnecessary,ənˈnɛsəˌsɛɹi
unnerved,ənˈnɝvd
unnoticed,ənˈnoʊtɪst
unobstructed,ˌənəbˈstɹəktɪd
unobtrusive,ˌənəbˈtɹusɪv
unoccupied,əˈnɑkjəˌpaɪd
unofficial,ˌənəˈfɪʃəɫ
unopposed,ˌənəˈpoʊzd
unorganized,əˈnɔɹɡəˌnaɪzd
unorthodox,əˈnɔɹθəˌdɑks
unpaid,ənˈpeɪd
unpainted,ənˈpeɪntɪd
unpalatable,ənˈpæɫətəbəɫ
unpatriotic,ənˌpeɪtɹiˈɑtɪk
unpaved,ˌəˌpeɪvd
unplaced,ənˈpɫeɪst
unplanned,ənˈpɫænd
unpleasant,ənˈpɫɛzənt
unpopular,ˌənˈpɑpjəɫɝ
unprecedented,ənˈpɹɛsɪˌdɛntɪd
unpredictable,ˌənpɹɪˈdɪktəbəɫ
unprepared,ˌənpɹiˈpɛɹd
unpretentious,ˌənpɹiˈtɛnʃəs
unprincipled,ənˈpɹɪnsəpəɫd
unprintable,ənˈpɹɪntəbəɫ
unprocessed,ənˈpɹɔˌsɛst
unproductive,ˌənpɹəˈdəktɪv
unprofessional,ˌənpɹəˈfɛʃənəɫ
unprofitable,ənˈpɹɑfɪtəbəɫ
unpromising,ənˈpɹɔmɪsɪŋ
unprotected,ˌənpɹəˈtɛktɪd
unproved,ənˈpɹuvd
unpublished,ənˈpəbɫɪʃt
unpunished,ənˈpənɪʃt
unqualified,ənˈkwɑɫɪˌfaɪd
unquestionable,ənˈkwɛstʃənəbəɫ
unquestioning,ənˈkwɛstʃənɪŋ
unratified,ənˈɹætɪˌfaɪd
unread,ənˈɹɛd
unreal,ənˈɹiɫ
unrealistic,ənˌɹiˈɫɪstɪk
unreasonable,ənˈɹiznəbəɫ
unreceptive,ənɹɪˈsɛptɪv
unrecognizable,ənˌɹɛkəɡˈnaɪzəbəɫ
unrecognized,ənˈɹɛkəɡˌnaɪzd
unreconciled,ənˈɹɛkənˌsaɪɫd
unreconstructed,ˌənɹikənˈstɹəktɪd
unrefined,ˌənɹiˈfaɪnd
unregistered,ənˈɹɛdʒɪstɝd
unregulated,ənˈɹɛɡjəˌɫeɪtɪd
unrelated,ˌənɹiˈɫeɪtɪd
unreliable,ˌənɹiˈɫaɪəbəɫ
unreported,ˌənɹiˈpɔɹtɪd
unrepresentative,ənˌɹɛpɹɪˈzɛntətɪv
unresolved,ənɹɪˈzɑɫvd
unresponsive,ˌənɹiˈspɑnsɪv
unrestrained,ˌənɹiˈstɹeɪnd
unrestricted,ˌənɹiˈstɹɪktɪd
unrevised,ənɹiˈvaɪzd
unsalable,ənˈseɪɫəbəɫ
unsanctioned,ənˈsæŋkʃənd
unsanitary,ənˈsænəˌtɛɹi
unsatisfactory,ˌənsətɪsˈfæktɝi
unsaturated,ənˈsætʃɝˌeɪtɪd
unsavory,ənˈseɪvɝi
unscheduled,ənˈskɛdʒuɫd
unscientific,ənˌsaɪənˈtɪfɪk
unscripted,ənsˈkɹɪptɪd
unscrupulous,ənsˈkɹupjəɫəs
unsealed,ənˈsiɫd
unserviceable,ˈənˈsɝvəsəbəɫ
unsettled,ənˈsɛtəɫd
unsharpened,ənˈʃɑɹpənd
unshaven,ənˈʃeɪvən
unsightly,ənˈsaɪtɫi
unsigned,ənˈsaɪnd
unsinkable,ənˈsɪŋkəbəɫ
unskilled,ənˈskɪɫd
unsmiling,ənsˈmaɪɫɪŋ
unsold,ənˈsoʊɫd
unsolved,ənˈsɑɫvd
unsophisticated,ˌənsəˈfɪstɪˌkeɪtɪd
unsound,ənˈsaʊnd
unsparing,ənˈspɛɹɪŋ
unspectacular,ˌənspɛkˈtækjəɫɝ
unstable,ənˈsteɪbəɫ
unstained,ənˈsteɪnd
unsteady,ənˈstɛdi
unstoppable,ənˈstɑpəbəɫ
unstressed,ənˈstɹɛst
unstructured,ənˈstɹəkʃɝd
unstuck,ənˈstək
unsuccessful,ˌənsəkˈsɛsfəɫ
unsullied,ənˈsəɫid
unsupervised,ənˈsupɝˌvaɪzd
unsupportable,ˌənsəˈpɔɹtəbəɫ
unsupported,ənsəˈpɔɹtɪd
unsurprising,ənsɝˈpɹaɪzɪŋ
unsuspected,ˌənsəˈspɛktɪd
unsuspecting,ˌənsəˈspɛktɪŋ
unsympathetic,ənˌsɪmpəˈθɛtɪk
untapped,ənˈtæpt
unthinkable,ənˈθɪŋkəbəɫ
untidy,ənˈtaɪdi
untied,ənˈtaɪd
untold,ənˈtoʊɫd
untouchable,ənˈtətʃəbəɫ
untouched,ənˈtətʃt
untraceable,ənˈtɹeɪsəbəɫ
untrained,ənˈtɹeɪnd
untrammeled,ənˈtɹæməɫd
untreated,ənˈtɹitɪd
untroubled,ənˈtɹəbəɫd
untrue,ənˈtɹu
untrustworthy,ənˈtɹəstˌwɝði
untruthful,ənˈtɹuθfəɫ
unturned,ənˈtɝnd
unused,ənˈjuzd
unusual,ənˈjuˌʒuəɫ
unveiled,ənˈveɪɫd
unverified,ənˈvɛɹɪˌfaɪd
unwanted,ənˈwɔntɪd
unwary,ənˈwɛɹi
unwashed,ənˈwɑʃt
unwed,ənˈwɛd
unwelcome,ənˈwɛɫkəm
unwieldy,ənˈwiɫdi
unwilling,ənˈwɪɫɪŋ
unwise,ənˈwaɪz
unworthy,ənˈwɝði
unwritten,ənˈɹɪtən
unyielding,ənˈjiɫdɪŋ
up,ˈəp
upfront,ˈəpˌfɹənt
upland,ˈəpɫənd
uplifted,ˈəpɫɪftɪd
upmarket,ˈəpˌmɑɹkət
upper,ˈəpɝ
upright,ˈəˌpɹaɪt
upscale,ˈəpˌskeɪɫ
upset,ˈəpˌsɛt
upstage,əpˈsteɪdʒ
upstairs,əpˈstɛɹz
upstream,ˈəpˈstɹim
uptown,ˈəpˈtaʊn
upward,ˈəpwɝd
urban,ˈɝbən
urbanized,ˈɝbəˌnaɪzd
uric,ˈjɝɪk
urinary,ˈjɝəˌnɛɹi
used,ˈjuzd
useful,ˈjusfəɫ
useless,ˈjusɫəs
usual,ˈjuʒəwəɫ
uterine,ˈjutɝən
utilitarian,juˌtɪɫəˈtɛɹiən
utility,juˈtɪɫəti
utilized,ˈjutəˌɫaɪzd
utopian,juˈtoʊpiən
vaginal,vəˈdʒaɪnəɫ
valedictory,ˌvæɫəˈdɪktɝi
valent,ˈvæɫənt
valiant,ˈvæɫjənt
valid,ˈvæɫɪd
validated,ˈvæɫədeɪtɪd
valuable,ˈvæɫjəbəɫ
valued,ˈvæɫjud
valueless,ˈvæɫjuɫəs
vanilla,vəˈnɪɫə
vapid,ˈvæpɪd
variable,ˈvɛɹiəbəɫ
variant,ˈvɛɹiənt
varied,ˈvɛɹid
varying,ˈvɛɹiɪŋ
vascular,ˈvæskjəɫɝ
vegetal,ˈvɛdʒətəɫ
vegetative,ˌvɛdʒəˈteɪtɪv
vehement,ˈviəmənt
vehicular,viˈhɪkjəɫɝ
veiled,ˈveɪɫd
velvet,ˈvɛɫvət
venerable,ˈvɛnɝəbəɫ
venous,ˈvinəs
vented,ˈvɛntɪd
ventilated,ˈvɛnəˌɫeɪtɪd
ventral,ˈvɛntɹəɫ
ventricular,vɛnˈtɹɪkjuɫɝ
verbal,ˈvɝbəɫ
verdant,ˈvɝdənt
verifiable,ˈvɛɹəˌfaɪəbəɫ
verified,ˈvɛɹəˌfaɪd
vermilion,vɝˈmɪɫjən
vernal,ˈvɝnəɫ
versatile,ˈvɝsətəɫ
vertebral,ˈvɝtəbɹəɫ
vertebrate,ˈvɝtəˌbɹeɪt
vertical,ˈvɝtɪkəɫ
very,ˈvɛɹi
vestal,ˈvɛstəɫ
vested,ˈvɛstɪd
vestibular,ˌvɛsˈtɪbjuɫɝ
vestigial,vəˈstɪdʒiəɫ
veterinary,ˈvɛtɹəˌnɛɹi
vexed,ˈvɛkst
viable,ˈvaɪəbəɫ
viatical,ˌvaɪˈætɪkəɫ
vibrant,ˈvaɪbɹənt
vibrational,vaɪˈbɹeɪʃənəɫ
vicarious,vaɪˈkɛɹiəs
victorious,vɪkˈtɔɹiəs
vigorous,ˈvɪɡɝəs
violable,ˈvaɪəɫəbəɫ
violent,ˈvaɪəɫənt
viral,ˈvaɪɹəɫ
virgin,ˈvɝdʒɪn
virginal,ˈvɝdʒənəɫ
virile,ˈvɪɹəɫ
virological,vaɪɹəˈɫɑdʒɪkəɫ
virtual,ˈvɝtʃuəɫ
virtuous,ˈvɝtʃuəs
virulent,ˈvɪɹəɫənt
visceral,ˈvɪsɝəɫ
visible,ˈvɪzəbəɫ
vital,ˈvaɪtəɫ
vitreous,ˈvɪtɹiəs
vivid,ˈvɪvəd
viviparous,vaɪˈvɪpɝəs
vocal,ˈvoʊkəɫ
vocational,voʊˈkeɪʃənəɫ
voiced,ˈvɔɪst
volatile,ˈvɑɫətəɫ
volcanic,vɑɫˈkænɪk
voluble,ˈvɑɫjəbəɫ
voluminous,vəˈɫumənəs
voluntary,ˈvɑɫəntɛɹi
voyeuristic,ˌvɔɪjəˈɹɪstɪk
vulnerable,ˈvəɫnɝəbəɫ
waiting,ˈweɪtɪŋ
waking,ˈweɪkɪŋ
wan,ˈwɑn
waning,ˈweɪnɪŋ
wanted,ˈwɔntɪd
warlike,ˈwɔɹˌɫaɪk
warm,ˈwɔɹm
warmed,ˈwɔɹmd
warped,ˈwɔɹpt
washed,ˈwɑʃt
wasteful,ˈweɪstfəɫ
waterborne,ˈwɔtɝˌbɔɹn
watertight,ˈwɔtɝˌtaɪt
watery,ˈwɔtɝi
waxed,ˈwækst
waxing,ˈwæksɪŋ
weak,ˈwik
weakened,ˈwikənd
weakening,ˈwikənɪŋ
weaned,ˈwind
wearable,ˈwɛɹəbəɫ
weatherly,ˈwɛðɝɫi
weatherproof,ˈwɛðɝˌpɹuf
webbed,ˈwɛbd
wed,ˈwɛd
wee,ˈwi
weedy,ˈwidi
weeklong,ˈwiˌkɫɔŋ
weepy,ˈwipi
weighted,ˈweɪtɪd
weightless,ˈweɪtɫəs
weighty,ˈweɪˌti
welcome,ˈwɛɫkəm
welcoming,ˈwɛɫkəmɪŋ
well,ˈwɛɫ
wellborn,ˈwɛɫˈbɔɹn
west,ˈwɛst
westbound,ˈwɛstˌbaʊnd
westerly,ˈwɛstɝɫi
western,ˈhwɛstɝn
westernmost,ˈwɛstɝnˌmoʊst
westside,ˈwɛstˈsaɪd
wet,ˈwɛt
whacked,ˈhwækt
whacking,ˈhwækɪŋ
wheaten,ˈhwitən
wheeled,ˈhwiɫd
whirring,ˈhwɝɪŋ
whispered,ˈhwɪspɝd
white,ˈhwaɪt
whitewashed,ˈhwaɪtˌwɑʃt
whitish,ˈhwaɪtɪʃ
whole,ˈhoʊɫ
wholesome,ˈhoʊɫsəm
wicked,ˈwɪkəd
wide,ˈwaɪd
widowed,ˈwɪdoʊd
wild,ˈwaɪɫd
wildcat,ˈwaɪɫdˌkæt
willing,ˈwɪɫɪŋ
windswept,ˈwɪnˌswɛpt
windup,ˈwaɪnˌdəp
windward,ˈwɪndwɝd
winged,ˈwɪŋd
winglike,ˈwɪŋˌɫaɪk
winning,ˈwɪnɪŋ
winsome,ˈwɪnsəm
wintry,ˈwɪntɹi
wired,ˈwaɪɝd
wireless,ˈwaɪɹɫɪs
wiry,ˈwɪɹi
wise,ˈwaɪz
witting,ˈwɪtɪŋ
witty,ˈwɪti
wobbling,ˈwɑbəɫɪŋ
woebegone,ˈwoʊbɪˌɡɔn
won,ˈwɑn
wooded,ˈwʊdɪd
wooden,ˈwʊdən
woody,ˈwʊdi
woolen,ˈwʊɫən
wooly,ˈwʊɫi
working,ˈwɝkɪŋ
workmanlike,ˈwɝkˌmænˌɫaɪk
worldly,ˈwɝɫdɫi
worldwide,ˈwɝɫdˈwaɪd
worn,ˈwɔɹn
worse,ˈwɝs
worsened,ˈwɝsənd
worsening,ˈwɝsənɪŋ
worst,ˈwɝst
worth,ˈwɝθ
worthless,ˈwɝθɫəs
worthy,ˈwɝði
wound,ˈwaʊnd
woven,ˈwoʊvən
wrapped,ˈɹæpt
wrecked,ˈɹɛkt
written,ˈɹɪtən
wrong,ˈɹɔŋ
wrongful,ˈɹɔŋfəɫ
wrongheaded,ˈɹɔŋˌhɛdɪd
wry,ˈɹaɪ
xenophobic,ˌzɛnəˈfɑbɪk
yawning,ˈjɔnɪŋ
yearlong,ˈjɪɹˈɫɔŋ
yellow,ˈjɛɫoʊ
yielding,ˈjiɫdɪŋ
yonder,ˈjɑndɝ
young,ˈjəŋ
younger,ˈjəŋɡɝ
youthful,ˈjuθfəɫ
zero,ˈziɹoʊ
zestful,ˈzɛstfəɫ
zigzag,ˈzɪɡzæɡ
zoological,ˌzuˈɫɑdʒɪkəɫ
